Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Year,Spotify Streams (Millions)
Permission to Dance,Butter / Permission to Dance,BTS,2021-07-09,728,56.8,675763141.0,43682.0,27994315.0,68.0,2021,675.763141
OMG,NewJeans 'OMG',NewJeans,2023-01-02,632,60.5,675591495.0,53019.0,18823180.0,75.0,2023,675.591495
"...And to Those I Love, Thanks for Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2020-02-14,"1,709",35.3,675082623.0,167727.0,15198984.0,73.0,2020,675.082623
Gata Only,Gata Only,FloyyMenor,2024-02-02,8,375.8,675079153.0,40094.0,211236940.0,92.0,2024,675.079153
AMG,AMG,Natanael Cano,2022-11-24,715,57.3,674025091.0,51522.0,21663790.0,70.0,2022,674.025091
Lovin On Me,Lovin On Me,Jack Harlow,2023-11-10,6,410.1,670665438.0,105892.0,175421034.0,83.0,2023,670.665438
Water,Water,Tyla,2023-07-28,33,234.6,670376179.0,98450.0,150471020.0,83.0,2023,670.376179
At My Worst,The Prelude,Pink Sweat$,2020-07-17,991,48.3,670245273.0,83819.0,24550707.0,64.0,2020,670.245273
Faint,Papercuts,Linkin Park,2024-04-12,412,75.4,670009914.0,3.0,81.0,,2024,670.009914
Murder In My Mind,Murder In My Mind,Kordhell,2022-01-21,547,65.6,668285368.0,120095.0,62454609.0,74.0,2022,668.285368
PRC,PRC,Peso Pluma,2023-01-24,522,67.4,668103212.0,52040.0,23580184.0,69.0,2023,668.103212
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofï¿½ï¿½a R,2018-02-16,983,48.7,667508675.0,78737.0,29292148.0,61.0,2018,667.508675
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,2022-09-22,241,100.1,665716137.0,97057.0,33252792.0,80.0,2022,665.716137
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,318,85.8,665519026.0,152193.0,67322941.0,68.0,2022,665.519026
Love Again,Future Nostalgia,Dua Lipa,2020-03-27,"1,279",41.7,665464734.0,90805.0,19218236.0,67.0,2020,665.464734
Fantasias,Fantasias,Rauw Alejandro,2019-08-29,"1,253",42.3,663578551.0,76919.0,24789585.0,67.0,2019,663.578551
Ahora Dice,Ahora Dice,Chris Jedi,2017-03-17,"1,779",34.5,661732009.0,61561.0,20760337.0,68.0,2017,661.732009
FE!N,UTOPIA,Travis Scott,2023-07-28,124,137.8,659010786.0,129923.0,93969186.0,86.0,2023,659.010786
Robarte un Beso,Robarte un Beso,Carlos Vives,2017-07-28,"1,361",40.2,658225560.0,53101.0,23936663.0,72.0,2017,658.22556
FE!N (feat. Playboi Carti),FE!N (feat. Playboi Carti),Travis Scott,2024-03-30,"1,033",47.2,656618110.0,3.0,82.0,,2024,656.61811
LOKERA,LOKERA,Rauw Alejandro,2022-07-25,"1,452",38.5,656416971.0,74344.0,55382119.0,75.0,2022,656.416971
Tiroteo - Remix,Tiroteo (Remix),Marc Seguï¿,2021-04-01,"1,288",41.5,654941874.0,83163.0,29637614.0,75.0,2021,654.941874
Shut Down,BORN PINK,BLACKPINK,2022-09-16,497,69.0,654818451.0,39852.0,17682503.0,67.0,2022,654.818451
Runnin,SAVAGE MODE II,21 Savage,2020-10-02,"1,556",37.2,653352641.0,181583.0,32640138.0,77.0,2020,653.352641
snowfall,Snowfall - Single,ııneheart,2022-01-14,828,53.3,652949750.0,72344.0,19014919.0,79.0,2022,652.94975
Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,2015-12-04,"1,429",38.9,652636187.0,66904.0,13714193.0,62.0,2015,652.636187
Pure Cocaine,Street Gossip,Lil Baby,2018-11-30,928,50.0,652559944.0,170734.0,17463888.0,74.0,2018,652.559944
La Diabla,La Diabla - Single,Xavi,2023-12-02,95,155.9,649404552.0,27544.0,47789063.0,83.0,2023,649.404552
Gucci Gang,Gucci Gang,Lil Pump,2017-08-31,"1,189",43.4,648757330.0,66961.0,13429975.0,55.0,2017,648.75733
Botella Tras Botella,Botella Tras Botella,Gera MX,2021-04-23,747,56.2,647496971.0,72494.0,22027404.0,71.0,2021,647.496971
BESO,RR,ROSALï¿½,2023-03-24,313,86.3,647201484.0,81393.0,46208549.0,74.0,2023,647.201484
Up,Up (Instrumental),Cardi B,2021-02-04,664,59.1,646916214.0,97970.0,34102798.0,65.0,2021,646.916214
You Proof,You Proof,Morgan Wallen,2022-05-13,494,69.3,644437397.0,64367.0,18795673.0,79.0,2022,644.437397
Fiel,Los Legendarios 001,Los Legendarios,2021-02-04,"1,130",44.7,642558596.0,106151.0,40485324.0,64.0,2021,642.558596
Que Onda,Que Onda - Single,Calle 24,2023-08-30,393,76.9,642548537.0,36781.0,21579429.0,81.0,2023,642.548537
Tacones Rojos,Tacones Rojos,Sebastian Yatra,2021-10-22,940,49.6,641756842.0,80542.0,23090494.0,68.0,2021,641.756842
Boyfriend,Boyfriend,Dove Cameron,2022-02-11,774,55.1,637836235.0,96878.0,50739981.0,68.0,2022,637.836235
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,2022-12-02,429,74.4,637325281.0,142076.0,31958929.0,79.0,2022,637.325281
Black And Yellow,Black And Yellow,Wiz Khalifa,2010-09-14,"1,960",32.6,636986949.0,141343.0,32621464.0,69.0,2010,636.986949
Envolver,Envolver - Single,Anitta,2021-11-11,401,76.2,635241142.0,77669.0,44546385.0,65.0,2021,635.241142
Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,815,53.7,634493511.0,89559.0,32092279.0,66.0,2018,634.493511
DNA,Love Yourself ï¿½ï¿½ï¿½,BTS,2017-09-18,"1,778",34.5,632727904.0,26053.0,8457280.0,63.0,2017,632.727904
People,People - Single,Libianca,2022-12-05,141,127.8,631955547.0,121823.0,45030006.0,74.0,2022,631.955547
One Right Now (with The Weeknd),One Right Now,Post Malone,2021-11-05,963,49.2,631789333.0,99512.0,27179361.0,65.0,2021,631.789333
Miss You,Miss You,Oliver Tree,2022-08-05,261,96.2,631378937.0,165883.0,38563849.0,51.0,2022,631.378937
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-24,169,116.5,630373315.0,70400.0,105320547.0,84.0,2023,630.373315
Midnight Sky,Midnight Sky,Miley Cyrus,2020-08-14,"1,323",40.8,629372240.0,86326.0,19484618.0,66.0,2020,629.37224
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,477,70.4,629102459.0,31206.0,51913972.0,81.0,2023,629.102459
Hecha Pa' Mi,Mas Negro Que Rojo,Boza,2020-07-31,"1,797",34.3,627556563.0,87091.0,25572110.0,67.0,2020,627.556563
Love Me Again,Layover,V,2023-08-11,"1,402",39.5,626153696.0,13455.0,18636467.0,82.0,2023,626.153696
Ferrari,Ferrari,James Hype,2022-03-15,366,80.1,626010147.0,185422.0,78359363.0,74.0,2022,626.010147
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,2021-11-25,746,56.2,624007138.0,88566.0,48503856.0,76.0,2021,624.007138
Glock In My Lap,SAVAGE MODE II,21 Savage,2020-10-02,"1,088",45.9,614603953.0,164722.0,24902576.0,78.0,2020,614.603953
Ditto,Ditto,NewJeans,2022-12-19,"1,098",45.7,614497357.0,47586.0,17245496.0,74.0,2022,614.497357
Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,2016-09-22,"1,467",38.2,613961293.0,57564.0,22110798.0,66.0,2016,613.961293
Rasputin,Rasputin,Majestic,2021-02-26,"1,481",38.1,613000788.0,152363.0,73448130.0,73.0,2021,613.000788
How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Auli'i Cravalho,2016-11-18,"1,793",34.4,611088459.0,48476.0,19235449.0,67.0,2016,611.088459
Prada,Prada,cassï¿,2023-08-11,100,152.5,609699748.0,128498.0,160755092.0,83.0,2023,609.699748
"Alone, Pt. II","Alone, Pt. II",Alan Walker,2019-12-27,"1,740",35.0,606284550.0,81259.0,19361013.0,69.0,2019,606.28455
LUNA,FERXXOCALIPSIS,Feid,2023-12-01,178,112.6,606124553.0,40628.0,139802900.0,86.0,2023,606.124553
Get Into It (Yuh),Planet Her,Doja Cat,2021-06-25,895,51.0,603196133.0,97704.0,24305145.0,68.0,2021,603.196133
Bad Blood,1989 (Deluxe),Taylor Swift,2014-01-01,"1,834",34.0,602316735.0,64462.0,20443761.0,67.0,2014,602.316735
i like the way you kiss me,I like the way you kiss me,Artemas,2024-03-19,3,538.4,601309283.0,54331.0,211607669.0,92.0,2024,601.309283
Sobrio,Sobrio,Maluma,2021-07-08,908,50.6,600199930.0,66655.0,24281295.0,64.0,2021,600.19993
PUNTO G,Punto G,Quevedo,2022-11-04,"1,096",45.8,600073400.0,73593.0,22371448.0,71.0,2022,600.0734
"Ay, DiOs Mï¿½ï","Ay, DiOs Mï¿½ï",KAROL G,2020-07-10,"1,016",47.7,599215039.0,57051.0,16707832.0,61.0,2020,599.215039
Corazï¿½,Corazï¿½,Maluma,2017-11-03,"1,251",42.3,598040653.0,52952.0,15758764.0,64.0,2017,598.040653
Primera Cita,La Primera Cita - Single,Carin Leon,2023-04-20,290,90.5,598006591.0,35842.0,34735524.0,80.0,2023,598.006591
Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,2019-08-30,"1,613",36.5,596326288.0,132469.0,16068014.0,66.0,2019,596.326288
Pain,Pain,PinkPantheress,2021-02-05,"1,819",34.1,595213841.0,124555.0,17910647.0,77.0,2021,595.213841
As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,"1,858",33.7,594775179.0,39525.0,11903640.0,70.0,2017,594.775179
Tutu,Tutu,Camilo,2019-08-09,"1,908",33.2,594224324.0,50354.0,18628100.0,61.0,2019,594.224324
Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,782,54.7,593554969.0,84288.0,17284885.0,67.0,2022,593.554969
La Corriente,Un Verano Sin Ti,Bad Bunny,2022-05-06,"1,745",34.9,591704263.0,65115.0,16254572.0,71.0,2022,591.704263
we can't be friends (wait for your love),eternal sunshine,Ariana Grande,2024-03-08,29,262.8,591068364.0,26203.0,197494995.0,87.0,2024,591.068364
Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2018-10-25,"1,815",34.1,587673746.0,88533.0,17023029.0,65.0,2018,587.673746
Una Locura,ENOC,Ozuna,2020-09-04,"1,732",35.0,584776407.0,77768.0,24701564.0,66.0,2020,584.776407
Calm Down,Calm Down,Rema,2022-02-10,66,180.1,584427088.0,182994.0,19203258.0,68.0,2022,584.427088
El Amante,El Amante,Nicky Jam,2017-01-01,"1,870",33.6,583299836.0,52696.0,14027229.0,64.0,2017,583.299836
The Search,The Search,NF,2019-05-30,"1,951",32.6,582823215.0,115214.0,15719606.0,69.0,2019,582.823215
No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,2022-04-28,973,49.0,582023797.0,48881.0,17367502.0,70.0,2022,582.023797
X (feat. Future),Savage Mode,21 Savage,2016-07-15,"1,302",41.2,581220786.0,115125.0,20776088.0,65.0,2016,581.220786
El Efecto,El Efecto,Rauw Alejandro,2019-03-15,"1,766",34.7,580054244.0,72991.0,32213511.0,72.0,2019,580.054244
Reloj,Reloj,Rauw Alejandro,2020-10-22,"1,072",46.2,579749218.0,90725.0,22415388.0,65.0,2020,579.749218
Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,2020-07-20,"1,213",42.9,578061816.0,190490.0,26875379.0,67.0,2020,578.061816
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,2020-08-28,826,53.3,574505748.0,47463.0,17801611.0,58.0,2020,574.505748
EL MAKINON,EL MAKINON,KAROL G,2021-03-24,596,62.0,574357002.0,69491.0,28426363.0,69.0,2021,574.357002
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,2023-09-29,559,64.3,573249007.0,27154.0,33077841.0,74.0,2023,573.249007
TV,Guitar Songs,Billie Eilish,2022-07-21,"1,285",41.5,572602278.0,80064.0,39873526.0,76.0,2022,572.602278
Suicidal,Melly vs. Melvin,YNW Melly,2019-11-22,"1,146",44.4,572441305.0,113061.0,13801176.0,67.0,2019,572.441305
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,2021-01-07,622,61.0,571532926.0,95775.0,30817811.0,66.0,2021,571.532926
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,2023-08-17,182,111.8,571366508.0,32236.0,42828677.0,79.0,2023,571.366508
Faucet Failure,STOKELEY,Ski Mask The Slump God,2018-11-30,"1,601",36.6,571258899.0,121284.0,14959393.0,66.0,2018,571.258899
Crawling,Papercuts,Linkin Park,2024-04-12,927,50.1,570290910.0,174.0,525584.0,,2024,570.29091
Fin de Semana,Fin de Semana,Oscar Maydon,2023-01-13,"1,211",43.0,568846143.0,38126.0,18723665.0,76.0,2023,568.846143
Vida de Rico,Vida de Rico,Camilo,2020-09-21,767,55.4,568823269.0,54968.0,26455856.0,64.0,2020,568.823269
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,2020-07-17,424,74.8,568230113.0,142225.0,16247309.0,68.0,2020,568.230113
Run,Run,OneRepublic,2021-05-05,"1,684",35.6,567806129.0,80089.0,40942274.0,70.0,2021,567.806129
Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),NLE Choppa,2020-03-19,"1,584",36.8,565296902.0,139124.0,21558993.0,68.0,2020,565.296902
I DONï¿½ï¿½ï¿½T WANNA DO THIS A,King of the Dead,Juliï¿½ï¿½n Kh,2024-03-18,454,76.5,564444844.0,5.0,20.0,,2024,564.444844
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black: Songs From The Original Motion Picture,Amy Winehouse,2024-04-12,974,48.9,562814594.0,17.0,25810.0,,2024,562.814594
Oh My God,30,Adele,2021-11-19,"1,327",40.8,562200390.0,66469.0,27321505.0,68.0,2021,562.20039
Bebe Dame,Bebe Dame - Single,Fuerza Regida,2022-12-16,"1,132",44.7,562099076.0,51229.0,20388246.0,70.0,2022,562.099076
Lovesick Girls,THE ALBUM,BLACKPINK,2020-10-02,"1,248",42.4,561712007.0,40766.0,14363550.0,65.0,2020,561.712007
Nobody Gets Me,SOS,SZA,2022-12-09,"1,091",45.9,561645790.0,58561.0,39587642.0,82.0,2022,561.64579
Alone,Alone,Marshmello,2016-05-13,776,55.0,561103984.0,80971.0,18764148.0,65.0,2016,561.103984
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,"1,319",41.0,560691819.0,166545.0,26349705.0,65.0,2020,560.691819
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,2021-09-03,555,64.7,559759920.0,159492.0,30567448.0,67.0,2021,559.75992
CHORRITO PA LAS ANIMAS,SIXDO,Feid,2022-12-02,707,57.6,558560568.0,61360.0,26903567.0,75.0,2022,558.560568
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-05-06,509,68.2,553783547.0,83450.0,40562156.0,68.0,2022,553.783547
HOLIDAY,HOLIDAY,Lil Nas X,2020-11-13,"1,774",34.6,551719564.0,101852.0,11132603.0,61.0,2020,551.719564
You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,2016-11-18,"1,372",40.0,551115166.0,57721.0,18005001.0,66.0,2016,551.115166
Thunder,Thunder,Gabry Ponte,2021-05-07,"1,582",36.8,551090518.0,146088.0,68848253.0,75.0,2021,551.090518
Please Me,Please Me,Cardi B,2019-02-15,"1,449",38.6,551035247.0,58065.0,19199798.0,70.0,2019,551.035247
Invincible,Meet The Woo 2,Pop Smoke,2020-02-07,"1,573",37.0,549824221.0,173912.0,17443810.0,70.0,2020,549.824221
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,2022-08-12,468,71.2,549382975.0,88241.0,44497733.0,64.0,2022,549.382975
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),JID,2022-01-14,667,58.9,548724288.0,170892.0,80727459.0,79.0,2022,548.724288
Espresso,Espresso,Sabrina Carpenter,2024-04-12,22,281.5,547882871.0,24425.0,262343414.0,95.0,2024,547.882871
Super Shy,NewJeans 'Super Shy',NewJeans,2023-07-07,298,88.4,547471596.0,48103.0,22977059.0,77.0,2023,547.471596
Turn Down for What,Turn Down for What,DJ Snake,2013-12-18,"1,116",45.0,547207250.0,103666.0,30719577.0,65.0,2013,547.20725
Belly Dancer,Belly Dancer,Imanbek,2022-02-18,"1,047",46.9,547114702.0,110008.0,103107258.0,75.0,2022,547.114702
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,2023-01-27,720,57.1,545234876.0,38598.0,20258181.0,76.0,2023,545.234876
GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled,2020-07-16,"1,676",35.7,544564903.0,155782.0,23951058.0,63.0,2020,544.564903
Rara Vez,Rara Vez,Taiu,2023-02-08,860,52.4,544165928.0,58646.0,20499657.0,77.0,2023,544.165928
Despuï¿½ï¿½s de la P,Un Verano Sin Ti,Bad Bunny,2022-05-06,"1,493",37.9,542751537.0,67763.0,20306682.0,71.0,2022,542.751537
La Forma en Que Me Miras,La Forma en Que Me Miras,Super Yei,2018-08-04,"1,560",37.1,541468772.0,85006.0,18024271.0,67.0,2018,541.468772
Por las Noches,Por las Noches,Peso Pluma,2021-06-11,"1,509",37.8,541105655.0,34793.0,10847105.0,43.0,2021,541.105655
ceilings,five seconds flat,Lizzy McAlpine,2022-04-08,"1,944",32.8,540382129.0,67808.0,85710040.0,76.0,2022,540.382129
10:35,10:35,Tiï¿½ï¿,2022-11-03,958,49.2,539802784.0,82093.0,99413749.0,74.0,2022,539.802784
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,"1,351",40.3,538059363.0,113736.0,16354487.0,65.0,2019,538.059363
Espresso,Espresso,Sabrina Carpenter,2024-04-11,861,52.4,536986458.0,637.0,1907453.0,,2024,536.986458
Espresso,Espresso,Sabrina Carpenter,2024-04-12,933,49.9,536986458.0,1.0,2.0,,2024,536.986458
Jordan,Jordan,Ryan Castro,2021-04-30,"1,037",47.1,535847791.0,57454.0,22561916.0,73.0,2021,535.847791
Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,2021-05-07,"1,160",44.1,535695469.0,188778.0,26774987.0,6.0,2021,535.695469
Fuera del mercado,@dannocean,Danny Ocean,2022-02-17,"1,064",46.5,535013440.0,57772.0,25048190.0,71.0,2022,535.01344
2/Catorce,2/Catorce,Rauw Alejandro,2021-02-14,"1,107",45.2,534981600.0,92466.0,17067105.0,64.0,2021,534.9816
Un Coco,Un Verano Sin Ti,Bad Bunny,2022-05-06,"1,904",33.2,534736940.0,54870.0,16605882.0,73.0,2022,534.73694
Angel Baby,Angel Baby,Troye Sivan,2021-09-09,554,64.9,533416336.0,51383.0,15263459.0,68.0,2021,533.416336
I KNOW ?,UTOPIA,Travis Scott,2023-07-28,121,139.5,532605345.0,128534.0,31725858.0,81.0,2023,532.605345
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,158,121.2,532012790.0,22396.0,130752527.0,85.0,2024,532.01279
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,35,231.6,532012790.0,23557.0,67488850.0,,2024,532.01279
El Merengue,El Merengue - Single,Marshmello,2023-03-03,510,68.2,528420867.0,59791.0,80570021.0,75.0,2023,528.420867
MAMACITA,Mamacita,Black Eyed Peas,2020-04-09,"1,755",34.8,527632887.0,84301.0,21657743.0,58.0,2020,527.632887
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,2023-08-19,280,92.0,521116293.0,24734.0,22828160.0,81.0,2023,521.116293
SPIT IN MY FACE!,SPIT IN MY FACE! - Single,ThxSoMch,2022-12-20,"1,895",33.3,519330096.0,67639.0,18087902.0,74.0,2022,519.330096
Fast Car,Gettin' Old,Luke Combs,2023-03-24,112,144.5,518988585.0,73116.0,58391498.0,80.0,2023,518.988585
Tattoo,Tattoo,Loreen,2023-02-25,221,103.9,518846340.0,83033.0,48268736.0,77.0,2023,518.84634
My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,"1,413",39.3,518293446.0,72376.0,41025788.0,69.0,2020,518.293446
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,2022-07-17,"1,084",46.0,516740949.0,30584.0,13659510.0,67.0,2022,516.740949
SPIT IN MY FACE!,Spit in My Face! - Single,ThxSoMch,2022-10-31,"1,798",34.3,516541770.0,50163.0,5857724.0,,2022,516.54177
This Side of Paradise,Color,Coyote Theory,2020-12-11,"1,789",34.4,515923885.0,121767.0,25106201.0,72.0,2020,515.923885
Barking,Barking,Ramz,2017-12-01,"1,726",35.1,514888081.0,137084.0,10305963.0,62.0,2017,514.888081
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,2023-03-17,620,61.1,513353284.0,73253.0,71366345.0,80.0,2023,513.353284
Hell N Back,Hell N Back (Sped Up),Bakar,2019-08-14,"1,975",32.4,512194074.0,180810.0,58052469.0,71.0,2019,512.194074
Vista Al Mar,Vista Al Mar,Quevedo,2022-09-09,"1,303",41.2,511726944.0,74845.0,23960314.0,68.0,2022,511.726944
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,2022-12-01,"1,230",42.7,511421362.0,37923.0,17851037.0,75.0,2022,511.421362
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,2019-11-07,"1,405",39.5,510302007.0,74416.0,19414789.0,66.0,2019,510.302007
Agora Hills,Scarlet,Doja Cat,2023-09-22,99,152.8,509653100.0,66219.0,67521533.0,,2023,509.6531
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,2023-04-07,300,87.7,509231024.0,69486.0,142546135.0,79.0,2023,509.231024
Caramelo,Caramelo,Ozuna,2020-06-11,"1,795",34.3,508151972.0,68478.0,20213678.0,56.0,2020,508.151972
Soy Peor,Soy Peor,Bad Bunny,2016-12-08,"1,672",35.7,507652985.0,55811.0,18606189.0,67.0,2016,507.652985
Let Me Know (I Wonder Why Freestyle),Sucker,Juice WRLD,2019-07-01,"1,231",42.7,503584339.0,126610.0,15066503.0,72.0,2019,503.584339
Chemical,Chemical,Post Malone,2023-04-14,250,97.6,503574147.0,79679.0,43648353.0,75.0,2023,503.574147
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,2021-11-19,493,69.4,502781351.0,57858.0,20151204.0,68.0,2021,502.781351
LALISA,LALISA,LISA,2021-09-10,839,53.0,502655066.0,33286.0,15876032.0,73.0,2021,502.655066
Sabor Fresa,Sabor Fresa,Fuerza Regida,2023-06-22,668,58.9,502536183.0,37578.0,22883474.0,77.0,2023,502.536183
Trip,Trip,Ella Mai,2018-08-03,"1,747",34.9,502147027.0,69350.0,20445990.0,66.0,2018,502.147027
Tell Em,Tell Em,Cochise,2021-05-28,"1,442",38.7,499262863.0,156928.0,20525072.0,70.0,2021,499.262863
Don't Go Yet,Don't Go Yet,Camila Cabello,2021-07-23,"1,791",34.4,499085551.0,64967.0,25228814.0,62.0,2021,499.085551
Monotonï¿½,Monotonï¿½,Shakira,2022-10-19,903,50.8,498744348.0,50326.0,35586221.0,67.0,2022,498.744348
Took Her To The O,Took Her To The O,King Von,2020-02-21,772,55.1,497832707.0,156669.0,13464335.0,74.0,2020,497.832707
TQM,TQM - Single,Fuerza Regida,2023-05-19,869,51.8,497682165.0,40368.0,24948673.0,70.0,2023,497.682165
Papercut,Papercuts,Linkin Park,2024-04-12,"1,193",43.4,497285757.0,4.0,466.0,,2024,497.285757
Papercut,Papercuts,Linkin Park,2024-04-12,"1,177",43.8,497285757.0,130.0,484758.0,,2024,497.285757
Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,2019-08-16,"1,444",38.7,497062969.0,39746.0,21866121.0,69.0,2019,497.062969
Close Eyes,Close Eyes,DVRST,2021-02-01,"1,448",38.6,495840131.0,118862.0,32562324.0,70.0,2021,495.840131
Goosebumps,Goosebumps,HVME,2020-06-12,"1,999",32.3,495274429.0,128838.0,28968321.0,63.0,2020,495.274429
Houdini,Houdini - Single,Dua Lipa,2023-11-09,47,205.1,493627071.0,45300.0,87874006.0,80.0,2023,493.627071
Jugaste y Sufrï¿,Corta Venas,Eslabon Armado,2020-12-18,"1,182",43.7,492509763.0,83013.0,10228918.0,70.0,2020,492.509763
Rolex,Rolex,Ayo & Teo,2017-03-15,"1,996",32.3,491634627.0,75806.0,13437276.0,62.0,2017,491.634627
X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2023-02-03,"1,887",33.4,491242756.0,37814.0,18470152.0,75.0,2023,491.242756
Feather,emails i canï¿½ï¿½ï¿½t send fwd,Sabrina Carpenter,2023-03-17,673,58.8,488979989.0,32825.0,79636817.0,84.0,2023,488.979989
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,2021-09-24,"1,650",36.0,487150595.0,92690.0,46125153.0,67.0,2021,487.150595
